t,x,u
0,4.78239,0.501225
0,4.78739,0.501406
0,4.7924,0.501599
0,4.7974,0.501806
0,4.8024,0.502024
0,4.8074,0.502255
0,4.81241,0.502499
0,4.81741,0.502755
0,4.82241,0.503023
0,4.82741,0.503304
0,4.83242,0.503597
0,4.83742,0.503903
0,4.84242,0.504221
0,4.84742,0.504552
0,4.85243,0.504895
0,4.85743,0.50525
0,4.86243,0.505618
0,4.86743,0.505998
0,4.87244,0.50639
0,4.87744,0.506795
0,4.88244,0.507212
0,4.88744,0.507641
0,4.89245,0.508083
0,4.89745,0.508537
0,4.90245,0.509004
0,4.90745,0.509482
0,4.91246,0.509973
0,4.91746,0.510477
0,4.92246,0.510992
0,4.92746,0.51152
0,4.93247,0.51206
0,4.93747,0.512612
0,4.94247,0.513176
0,4.94747,0.513753
0,4.95248,0.514341
0,4.95748,0.514942
0,4.96248,0.515555
0,4.96748,0.51618
0,4.97249,0.516818
0,4.97749,0.517467
0,4.98249,0.518128
0,4.98749,0.518802
0,4.9925,0.519487
0,4.9975,0.520185
0,5.0025,0.520894
0,5.0075,0.521616
0,5.01251,0.522349
0,5.01751,0.523095
0,5.02251,0.523852
0,5.02751,0.524621
0,5.03252,0.525402
0,5.03752,0.526195
0,5.04252,0.527
0,5.04752,0.527817
0,5.05253,0.528646
0,5.05753,0.529486
0,5.06253,0.530338
0,5.06753,0.531202
0,5.07254,0.532078
0,5.07754,0.532965
0,5.08254,0.533864
0,5.08754,0.534775
0,5.09255,0.535697
0,5.09755,0.536631
0,5.10255,0.537576
0,5.10755,0.538533
0,5.11256,0.539502
0,5.11756,0.540482
0,5.12256,0.541474
0,5.12756,0.542477
0,5.13257,0.543492
0,5.13757,0.544518
0,5.14257,0.545555
0,5.14757,0.546604
0,5.15258,0.547664
0,5.15758,0.548736
0,5.16258,0.549818
0,5.16758,0.550912
0,5.17259,0.552018
0,5.17759,0.553134
0,5.18259,0.554262
0,5.18759,0.5554
0,5.1926,0.55655
0,5.1976,0.557711
0,5.2026,0.558884
0,5.2076,0.560067
0,5.21261,0.561261
0,5.21761,0.562466
0,5.22261,0.563682
0,5.22761,0.564909
0,5.23262,0.566147
0,5.23762,0.567396
0,5.24262,0.568655
0,5.24762,0.569926
0,5.25263,0.571207
0,5.25763,0.572499
0,5.26263,0.573801
0,5.26763,0.575114
0,5.27264,0.576438
0,5.27764,0.577773
0,5.28264,0.579118
0,5.28764,0.580473
0,5.29265,0.581839
0,5.29765,0.583216
0,5.30265,0.584603
0,5.30765,0.586
0,5.31266,0.587408
0,5.31766,0.588826
0,5.32266,0.590254
0,5.32766,0.591693
0,5.33267,0.593141
0,5.33767,0.5946
0,5.34267,0.596069
0,5.34767,0.597549
0,5.35268,0.599038
0,5.35768,0.600537
0,5.36268,0.602047
0,5.36768,0.603566
0,5.37269,0.605095
0,5.37769,0.606634
0,5.38269,0.608183
0,5.38769,0.609742
0,5.3927,0.61131
0,5.3977,0.612889
0,5.4027,0.614476
0,5.4077,0.616074
0,5.41271,0.617681
0,5.41771,0.619298
0,5.42271,0.620924
0,5.42771,0.62256
0,5.43272,0.624205
0,5.43772,0.62586
0,5.44272,0.627524
0,5.44772,0.629197
0,5.45273,0.630879
0,5.45773,0.632571
0,5.46273,0.634272
0,5.46773,0.635982
0,5.47274,0.637702
0,5.47774,0.63943
0,5.48274,0.641167
0,5.48774,0.642914
0,5.49275,0.644669
0,5.49775,0.646433
0,5.50275,0.648206
0,5.50775,0.649988
0,5.51276,0.651778
0,5.51776,0.653578
0,5.52276,0.655386
0,5.52776,0.657202
0,5.53277,0.659027
0,5.53777,0.660861
0,5.54277,0.662703
0,5.54777,0.664554
0,5.55278,0.666413
0,5.55778,0.66828
0,5.56278,0.670156
0,5.56778,0.67204
0,5.57279,0.673932
0,5.57779,0.675832
0,5.58279,0.677741
0,5.58779,0.679657
0,5.5928,0.681581
0,5.5978,0.683514
0,5.6028,0.685454
0,5.6078,0.687402
0,5.61281,0.689359
0,5.61781,0.691322
0,5.62281,0.693294
0,5.62781,0.695273
0,5.63282,0.69726
0,5.63782,0.699254
0,5.64282,0.701256
0,5.64782,0.703266
0,5.65283,0.705283
0,5.65783,0.707307
0,5.66283,0.709338
0,5.66783,0.711377
0,5.67284,0.713423
0,5.67784,0.715477
0,5.68284,0.717537
0,5.68784,0.719604
0,5.69285,0.721679
0,5.69785,0.72376
0,5.70285,0.725848
0,5.70785,0.727944
0,5.71286,0.730046
0,5.71786,0.732154
0,5.72286,0.73427
0,5.72786,0.736392
0,5.73287,0.73852
0,5.73787,0.740656
0,5.74287,0.742797
0,5.74787,0.744946
0,5.75288,0.7471
0,5.75788,0.749261
0,5.76288,0.751428
0,5.76788,0.753601
0,5.77289,0.755781
0,5.77789,0.757967
0,5.78289,0.760158
0,5.78789,0.762356
0,5.7929,0.76456
0,5.7979,0.766769
0,5.8029,0.768985
0,5.8079,0.771206
0,5.81291,0.773433
0,5.81791,0.775665
0,5.82291,0.777903
0,5.82791,0.780147
